000001,Australia and Oceania       ,Office Supplies,Online ,H,20160306,517073523,0303126.25
009268,Middle East and North Africa,Fruits         ,Online ,M,20170310,943110883,0015238.43
009269,Europe                      ,Cosmetics      ,Offline,L,20190531,601855361,0214033.97
009270,Sub-Saharan Africa          ,Household      ,Offline,C,20110223,898205125,1277944.00
009271,Asia                        ,Household      ,Offline,H,20100101,535334002,1007969.88
009272,Central America and the Cari,Beverages      ,Online ,M,20130916,536728322,0136132.38
009273,Middle East and North Africa,Vegetables     ,Offline,L,20160226,196186912,0310725.88
009274,Europe                      ,Meat           ,Online ,L,20120921,227821099,0353553.19
009275,Sub-Saharan Africa          ,Cereal         ,Offline,C,20160508,516054713,0080794.08
009276,Central America and the Cari,Meat           ,Online ,H,20200203,565624082,0548548.00
009277,Sub-Saharan Africa          ,Vegetables     ,Online ,L,20130223,851578032,0613560.50
009278,Middle East and North Africa,Snacks         ,Online ,M,20180424,569277894,0045986.76
009279,Sub-Saharan Africa          ,Office Supplies,Offline,C,20111005,784397494,1199880.00
009280,Sub-Saharan Africa          ,Cosmetics      ,Online ,H,20131210,382923161,0752509.38
009281,Europe                      ,Vegetables     ,Offline,L,20200201,121153724,0058963.42
009282,Middle East and North Africa,Beverages      ,Offline,M,20160320,375700509,0109369.44
009283,Europe                      ,Beverages      ,Online ,C,20160811,693487346,0112297.86
009284,Europe                      ,Cosmetics      ,Offline,L,20150826,241750562,1428863.63
009285,Europe                      ,Household      ,Online ,C,20140730,958038985,0643032.38
009286,Sub-Saharan Africa          ,Beverages      ,Online ,H,20160217,800213944,0155723.05
009287,Central America and the Cari,Snacks         ,Online ,H,20190317,496449267,0508666.50
009288,Asia                        ,Clothes        ,Offline,C,20130708,395231282,0482794.56
009289,Europe                      ,Office Supplies,Online ,M,20170103,915358817,0488587.50
009290,Sub-Saharan Africa          ,Cereal         ,Offline,H,20170118,295943200,0445076.16
009291,Middle East and North Africa,Fruits         ,Online ,L,20180720,446408259,0002359.39
009292,Asia                        ,Cereal         ,Online ,M,20170327,196490323,0417081.72
009293,Sub-Saharan Africa          ,Beverages      ,Online ,C,20150907,246238219,0097342.56
009294,Middle East and North Africa,Household      ,Online ,H,20171220,916013276,1249438.50
009295,Sub-Saharan Africa          ,Personal Care  ,Offline,H,20130819,796489322,0194089.70
009296,Sub-Saharan Africa          ,Office Supplies,Offline,C,20150209,798652684,1001415.00
009297,Australia and Oceania       ,Fruits         ,Offline,C,20200417,103802192,0015014.30
009298,North America               ,Snacks         ,Offline,H,20171121,213549172,0154392.00
009299,Australia and Oceania       ,Snacks         ,Offline,C,20140224,899817454,0266657.03
009300,Central America and the Cari,Baby Food      ,Online ,L,20161029,654843366,0149445.73
009301,Middle East and North Africa,Snacks         ,Offline,C,20190221,741175734,0508666.50
009302,Middle East and North Africa,Clothes        ,Online ,M,20151023,241675889,0449526.25
009303,Sub-Saharan Africa          ,Office Supplies,Offline,H,20190205,109517657,0954828.75
009304,Asia                        ,Beverages      ,Online ,H,20100911,918187367,0014109.66
009305,Sub-Saharan Africa          ,Household      ,Offline,M,20110323,611483848,0085185.22
009306,Sub-Saharan Africa          ,Snacks         ,Online ,C,20100921,353518426,0155108.81
009307,Asia                        ,Office Supplies,Online ,L,20161011,478714931,0156676.25
009308,Europe                      ,Meat           ,Offline,L,20170205,941809689,0072701.20
009309,Central America and the Cari,Cosmetics      ,Online ,H,20161204,867851531,0940288.94
009310,Europe                      ,Cereal         ,Offline,M,20120427,802201783,0725463.50
009311,Sub-Saharan Africa          ,Cosmetics      ,Online ,M,20161119,460534274,0205340.47
009312,Middle East and North Africa,Baby Food      ,Offline,M,20130823,978835332,0765058.69
009313,Central America and the Cari,Office Supplies,Online ,H,20131110,863403785,1164277.50
009314,Central America and the Cari,Snacks         ,Online ,H,20190809,940850961,0416968.69
009315,Sub-Saharan Africa          ,Clothes        ,Online ,M,20180601,308100688,0197920.80
009316,Sub-Saharan Africa          ,Personal Care  ,Online ,H,20100110,382389295,0159005.70
009317,Europe                      ,Household      ,Offline,L,20110918,851265609,1204194.13
009318,Sub-Saharan Africa          ,Fruits         ,Online ,M,20100307,122590959,0015048.04
009319,Asia                        ,Meat           ,Offline,C,20200513,274539172,0062748.40
009320,Europe                      ,Office Supplies,Offline,C,20151208,305596578,0211216.25
009321,Europe                      ,Cosmetics      ,Online ,M,20200307,184562003,0843791.13
009322,Europe                      ,Personal Care  ,Offline,C,20150217,400546777,0239247.81
009323,Middle East and North Africa,Personal Care  ,Offline,C,20110115,612974727,0042551.88
009324,Sub-Saharan Africa          ,Snacks         ,Online ,H,20190903,101582181,0511699.19
009325,Sub-Saharan Africa          ,Cosmetics      ,Online ,C,20161114,916417968,1268555.50
009326,Sub-Saharan Africa          ,Baby Food      ,Online ,L,20120123,227843415,0266970.09
009327,Sub-Saharan Africa          ,Cosmetics      ,Online ,M,20101028,676532351,1706012.50
009328,Asia                        ,Beverages      ,Online ,M,20200329,923471105,0070094.16
009329,Europe                      ,Clothes        ,Offline,L,20110624,599958503,0727643.50
009330,Europe                      ,Snacks         ,Online ,L,20100901,757605874,0069972.66
009331,Sub-Saharan Africa          ,Personal Care  ,Offline,M,20180917,718337047,0018795.00
009332,Sub-Saharan Africa          ,Baby Food      ,Online ,M,20160819,324388349,0246935.36
009333,Middle East and North Africa,Fruits         ,Offline,C,20130908,388308608,0019282.41
009334,Europe                      ,Fruits         ,Offline,H,20200820,442959153,0000751.92
009335,Asia                        ,Baby Food      ,Online ,C,20120426,991513812,0941824.50
009336,Middle East and North Africa,Fruits         ,Online ,M,20180717,357458913,0021427.31
009337,Sub-Saharan Africa          ,Snacks         ,Offline,C,20111022,534593284,0379749.19
009338,Sub-Saharan Africa          ,Office Supplies,Online ,H,20190801,437028253,0659908.75
009339,Sub-Saharan Africa          ,Personal Care  ,Online ,C,20120110,849187648,0058916.06
009340,Australia and Oceania       ,Beverages      ,Offline,M,20140409,375807797,0136758.78
009341,Sub-Saharan Africa          ,Snacks         ,Offline,M,20150711,391937530,0103663.20
009342,Europe                      ,Personal Care  ,Offline,L,20170311,992938172,0033204.50
009343,Europe                      ,Household      ,Online ,L,20161030,544483554,0602925.75
009344,Europe                      ,Cosmetics      ,Offline,H,20130706,632560002,1289419.88
009345,Middle East and North Africa,Fruits         ,Online ,M,20130223,213466346,0019978.90
009346,Sub-Saharan Africa          ,Baby Food      ,Offline,L,20120618,563813912,0375867.06
009347,Middle East and North Africa,Office Supplies,Offline,C,20150115,330526530,1136250.00
009348,Sub-Saharan Africa          ,Fruits         ,Online ,H,20150406,480840528,0000607.32
009349,Central America and the Cari,Meat           ,Offline,H,20140513,252304732,0081910.40
009350,Europe                      ,Snacks         ,Online ,C,20150203,302780473,0459040.50
009351,Sub-Saharan Africa          ,Beverages      ,Offline,L,20160505,460441577,0058725.00
009352,Europe                      ,Office Supplies,Offline,H,20180708,173774373,0322316.25
009353,Europe                      ,Clothes        ,Online ,M,20180305,761577689,0485952.47
009354,Sub-Saharan Africa          ,Vegetables     ,Online ,C,20130518,462962853,0621893.63
009355,North America               ,Personal Care  ,Online ,M,20190927,287353694,0080166.94
009356,Middle East and North Africa,Snacks         ,Online ,H,20110802,864486539,0531163.63
009357,Middle East and North Africa,Cosmetics      ,Offline,M,20121118,194410216,1592301.50
009358,Asia                        ,Household      ,Online ,M,20170105,397486054,0631597.00
009359,Sub-Saharan Africa          ,Personal Care  ,Online ,L,20130711,964387881,0066659.60
009360,Asia                        ,Household      ,Offline,H,20141105,106102025,1127295.50
009361,Asia                        ,Baby Food      ,Offline,M,20181114,603927314,0418716.47
009362,Sub-Saharan Africa          ,Cosmetics      ,Online ,L,20140421,359475076,0959414.69
009363,Australia and Oceania       ,Cereal         ,Offline,L,20180204,944669139,0659641.13
009364,Central America and the Cari,Vegetables     ,Online ,M,20160809,851745831,0591780.63
009365,Central America and the Cari,Meat           ,Offline,C,20130930,443253982,0432317.59
009366,Europe                      ,Baby Food      ,Online ,M,20141209,602054917,0027224.24
009367,Europe                      ,Vegetables     ,Offline,M,20110120,481322467,0181119.97
009368,Middle East and North Africa,Snacks         ,Online ,C,20151111,654542958,0146782.69
009369,Middle East and North Africa,Snacks         ,Offline,H,20171126,865515220,0222875.88
009370,Europe                      ,Vegetables     ,Offline,C,20171130,478350579,0215967.73
009371,Sub-Saharan Africa          ,Personal Care  ,Offline,H,20121014,727472865,0106304.52
009372,Europe                      ,Meat           ,Online ,M,20110812,667618405,0113084.40
009373,Middle East and North Africa,Fruits         ,Online ,M,20190821,323836028,0022008.12
009374,Asia                        ,Office Supplies,Online ,H,20110715,241487061,0030678.75
009375,Asia                        ,Baby Food      ,Offline,L,20110807,136245334,0659229.25
009376,Middle East and North Africa,Personal Care  ,Online ,M,20130718,244097173,0065982.98
009377,Asia                        ,Beverages      ,Offline,M,20171213,871341407,0127472.40
009378,Sub-Saharan Africa          ,Office Supplies,Online ,H,20160309,144589364,0765201.25
009379,Australia and Oceania       ,Snacks         ,Online ,C,20170306,760764873,0335637.19
009380,Europe                      ,Cosmetics      ,Online ,M,20200830,537104260,1728441.63
009381,Asia                        ,Cosmetics      ,Online ,M,20111102,961156356,1109290.63
009382,Sub-Saharan Africa          ,Clothes        ,Offline,C,20200303,440782487,0454446.72
009383,Sub-Saharan Africa          ,Fruits         ,Online ,H,20171101,154156482,0017311.03
009384,Europe                      ,Household      ,Online ,L,20100729,899764668,1527202.00
009385,Sub-Saharan Africa          ,Cereal         ,Offline,H,20101227,846405875,0811661.56
009386,Sub-Saharan Africa          ,Vegetables     ,Online ,M,20111018,483191430,0374802.81
009387,Asia                        ,Meat           ,Online ,M,20120723,369545161,0313456.00
009388,Europe                      ,Cereal         ,Online ,M,20140510,685203397,0510898.53
009389,Sub-Saharan Africa          ,Baby Food      ,Offline,C,20140528,780214965,0172643.86
009390,Middle East and North Africa,Household      ,Online ,L,20110611,524941194,0102586.87
009391,Asia                        ,Snacks         ,Online ,L,20110118,760055911,0346775.47
009392,Sub-Saharan Africa          ,Clothes        ,Offline,M,20200423,146545445,0360516.97
009393,Asia                        ,Cereal         ,Online ,L,20100522,115708625,0851172.75
009394,Middle East and North Africa,Snacks         ,Online ,C,20180209,819156777,0305971.88
009395,Europe                      ,Office Supplies,Online ,L,20120418,678813731,0621528.75
009396,Middle East and North Africa,Beverages      ,Online ,C,20160928,436915814,0030599.64
009397,Middle East and North Africa,Meat           ,Offline,L,20190428,906011855,0451651.19
009398,Europe                      ,Baby Food      ,Online ,H,20200206,718963181,0578706.81
009399,Asia                        ,Meat           ,Offline,C,20150420,378943622,0382839.59
009400,Australia and Oceania       ,Clothes        ,Offline,L,20130507,909439504,0162596.16
009401,Sub-Saharan Africa          ,Personal Care  ,Offline,M,20181027,704249656,0049568.68
009402,Australia and Oceania       ,Meat           ,Online ,H,20160530,477485406,0423108.41
009403,Sub-Saharan Africa          ,Vegetables     ,Offline,H,20190123,113570582,0436480.81
009404,Europe                      ,Meat           ,Online ,C,20191024,917241513,0057314.40
009405,Sub-Saharan Africa          ,Office Supplies,Online ,M,20180728,663547027,0904707.50
009406,Europe                      ,Meat           ,Online ,H,20160926,347848451,0282625.19
009407,Asia                        ,Cereal         ,Offline,M,20111117,135819613,0079465.23
